Title,Description,Link
Yesterday Spoiler Special ft. Danny Boyle and Richard Curtis,"Listen... do you want to know a secret? How about a ton of secrets? Specifically about the movie Yesterday? 

In our latest spoiler special podcast, Chris Hewitt chats with Richard Curtis and Danny Boyle, the writer and director, respectively, of said Beatles-centric rom-com about... well, that would be telling. But suffice it to say that something happens in Yesterday that is of such significance to Beatles fans that Chris, our very own Stanley Goodspeed, vowed to do a spoiler special on it. 

So here we are, doing that very thing. In it, you will find brief but fun and informative chats with Curtis and Boyle about alternate visions of the film, gags that didn't quite make it, their feelings on the Beatles' legacy, and much discussion of THAT moment. If you've seen the film, you'll know the one. If you haven't, just imagine it. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/yesterday_spoiler_special_ft_dan_7aededd8_normal.mp3
Rocketman Spoiler Special ft. Dexter Fletcher,"Rocketman, Dexter Fletcher's often audacious, always entertaining, and deeply fantastical retelling of a significant portion in the life of one Reginald Dwight, aka Elton John, is further proof that the big screen musical is back, and here to stay. And in this spoiler special podcast, Fletcher sits down with Chris Hewitt to discuss his approach to seeding specific songs throughout the movie, the significant relationships in Elton's life, and some snippets that hit the cutting room floor. Be warned: strong language is in play as they discuss a pivotal line right at the end of the interview. The C-word, mainly.",https://bauernordic-pods.sharp-stream.com/gb/1206/rocketman_spoiler_special_ft_dex_c45944a1_normal.mp3
Avengers: Endgame Spoiler Special Interviews ft. The Russos and Markus/McFeely,"It's here. At long (long) last, the final part of our extended spoiler special celebration of all things Avengers: Endgame. This time, we let the filmmakers speak for themselves, as Chris Hewitt visits Agbo Studios, the LA HQ of the Russo brothers, for two extended spoilerific interviews with the creative teams behind the second biggest film of all time (correct at time of writing). 

First, Chris chats to Endgame writers, Christopher Markus and Stephen McFeely, and then follows that up by talking to the Russos themselves, Joe and Anthony. Along the way they cover the fates of pretty much every major character, the film's time-travel shenanigans, the rigidity of Thanos' bottom, and much, much more. 

We are now, well and truly, in the endgame now, people. We hope you love this 3000. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/avengers__endgame_spoiler_specia_14dcf0cf_normal.mp3
John Wick Chapter 3: Parabellum Spoiler Special ft. Chad Stahelski,"People keep asking if we're back. And we haven't really had an answer. But now, yeah, we're thinking we're back. Or, more accurately, John Wick is, for another dose of bloody mayhem in John Wick: Chapter 3 - Parabellum. And in our latest spoiler special podcast, Chris Hewitt and James Dyer prepare for war by sitting down with the film's director, Chad Stahelski, to talk about all kinds of major developments, including the ending that Stahelski originally wanted. 

Then, back in the podbooth, Chris is joined by Helen O'Hara for our first ever spoiler special two-hander, as they tackle some listeners' questions, and wax lyrical about the latest outing of Keanu Reeves' hitman. 

No dogs were harmed in the making of this podcast. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/john_wick_chapter_3__parabellum__98f2f1c1_normal.mp3
Avengers: Endgame Live Spoiler Special,"A couple of weeks ago, we took a step into the unknown, heading off to Kings Place, London (our spiritual home) to record a live spoiler special for Avengers: Endgame. Just us - Chris Hewitt, Helen O'Hara, James Dyer, and Ben Travis - and 400 of our closest friends. 

And now, because you demanded it, here is our grand experiment, for those of you who couldn't be there, and perhaps for those of you who were, so you can relive the madness. So, just in case you haven't already got your Endgame fix, here is another two hours of us banging on about the 22nd film in the Marvel Cinematic Universe. There's a little bit of crossover with the in-studio four-hour spoiler special, but not much. And this one has extra rudeness, audience questions, and a helpful recap of the movie, in case you'd forgotten what happened in it. Oh, and we have a tombola. A FRICKIN' TOMBOLA. 

Assemble!",https://bauernordic-pods.sharp-stream.com/gb/1206/avengers__endgame_live_spoiler_s_0817bf89_normal.mp3
Avengers: Endgame Spoiler Special,"The most epic film in the Marvel Cinematic Universe arguably deserves - nay, demands - the most epic Empire Podcast spoiler special. So, because you demanded it, Chris Hewitt, Helen O'Hara, John Nugent, and Amon Warmann lock themselves into the podbooth and don't emerge until they've talked about all the major developments in Avengers: Endgame, the 22nd film in the MCU. And, let's be honest, some of the minor developments. And, ok, a bunch of stuff that has nothing to do with Marvel at all. 

We know this is long - we know because we were there, and went slowly mad over the course of four hours - but we hope you will take this journey with us (perhaps in several chunks) as we talk Tony, Steve, Natasha, Bruce, Thor, Clint, and that purple fella in the first of our spoiler specials. Yes, there's a live show and interviews with the Russos/Markus and McFeely to come. We are very much in the endgame now, people.",https://bauernordic-pods.sharp-stream.com/gb/1206/avengers__endgame_spoiler_specia_945d0153_normal.mp3
Shazam! Spoiler Special ft. David F. Sandberg and Peter Safran,"In our latest spoiler special podcast, we say the magic word and delve deep into Shazam!, the latest movie in the DCEU, and the first to feature the eponymous hero - an indestructible champion who, when he's not championing in an indestructible fashion, is also a 14 year old foster kid called Billy Batson. 

First, Chris Hewitt sits down with the film's director, David F. Sandberg, and producer, Peter Safran, for a spoilerific chat about many of the film's revelations and Easter eggs. And then, back in the podbooth, Chris is joined by Helen O'Hara, John Nugent, and Ben Travis to shake the Magic 8 ball of #podcast #content and see what comes up. It's all very family friendly, as per usual. 

A reminder: do not listen to this pod unless you've seen Shazam!, because it won't make sense, you weirdos. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/shazam_spoiler_special_ft_david__84d5fec2_normal.mp3
Us Spoiler Special ft. Jordan Peele,"Jordan Peele's second film as director, Us, like his first, Get Out, is the sort of film that is so packed with incident, subtext, symbols, recurring motifs, and meticulous thematic groundwork that it virtually demands a spoiler special. And we are more than happy to oblige.",https://bauernordic-pods.sharp-stream.com/gb/1206/us_spoiler_special_ft_jordan_pee_ae53bc46_normal.mp3
Captain Marvel Spoiler Special Redux ft. Anna Boden and Ryan Fleck,"Here it is. Because you demanded it, and then we got our publication dates mixed up and deleted it, and then you demanded it again, here's the highest, fastest, furthest Empire Podcast spoiler special to date; a deep dive into the 21st movie in the Marvel Cinematic Universe: Captain Marvel.",https://bauernordic-pods.sharp-stream.com/gb/1206/captain_marvel_spoiler_special_r_4bd33a45_normal.mp3
Alita: Battle Angel Spoiler Special ft. Robert Rodriguez and Jon Landau,"At last, it's here - Empire's spoiler special dedicated to Alita: Battle Angel, the movie that has been a pet project of James Cameron's for some time. When he realised he wasn't going to have time to make it, due to being immersed in the Avatar sequels, Cameron enlisted his long-time producer, Jon Landau, to produce, and good chum, Robert Rodriguez, to direct. 

And in this very special interview-only spoiler special, Helen O'Hara sits down with both men to figure out how they built the world of Iron City, and the movie's lead, the cyborg Alita (Rosa Salazar). As ever, this is a spoiler special, so don't listen if you haven't already seen Alita: Battle Angel. 

Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/alita__battle_angel_spoiler_spec_d71ea8b5_normal.mp3
Bumblebee Spoiler Special ft. Travis Knight,"It's here! After taking so long that you would be forgiven for assuming that it had transformed into a [REDACTED FOR LEGAL REASONS] train, our Bumblebee spoiler special has arrived. It features Chris Hewitt, Helen O'Hara and complete and utter Decepticon, James Dyer, having a good old natter about Travis Knight's glorious 1980s-set blockbuster, which is the first spin-off from Michael Bay's Transformers franchise.",https://bauernordic-pods.sharp-stream.com/gb/1206/bumblebee_spoiler_special_ft_tra_71d469d6_normal.mp3
Aquaman Spoiler Special ft. James Wan,"James Wan's Aquaman is not only the sixth film in the DCEU (we counted), but quite possibly the most movie ever made, with enough incident and spectacle to fill a dozen movies crammed into its meagre running time of two hours and 23 minutes. And in our latest spoiler special podcast, Chris Hewitt, Helen O'Hara, and Ben Travis get together to chat about the film in all its nonsensical, wildly entertaining glory. It's worth it just to hear Helen's pronunciation of 'Atlantean' alone. Oh, and there's a cameo from a squeaky chair. 

If that wasn't enough to entice you, the podcast kicks off with director James Wan, who talks to Chris about all kinds of spoilerific details, including the rudest sight gag we've seen in ages. It's more fun than an octopus playing drums. Come on in, the water's lovely.",https://bauernordic-pods.sharp-stream.com/gb/1206/aquaman_spoiler_special_ft_james_c4f2401b-4230-4e0b-96a8-612ccdd6cc46_normal.mp3
Spider-Man: Into The Spider-Verse Spoiler Special ft. Phil Lord and Christopher Miller,"Spider-Pod, Spider-Pod, does whatever a spider... ought. 

Yes, our latest spoiler special podcast is dedicated to the year-end delight that is Spider-Man: Into The Spider-Verse, a film that may just usher in a new era for big-screen animation and the superhero movie itself. Not bad. 

It starts with Chris Hewitt chatting to the movie's producers, Phil Lord and Christopher/Chris Miller, about some key plot developments in the film (this is a spoiler special, remember?), as well as Stan Lee's cameo and much, much more besides. Then Chris (Hewitt, not Miller) is joined in the spider-podbooth by Helen O'Hara and Ben Travis to talk about this amazing, sensational, spectacular, web of adventure for young Miles Morales. 

Enjoy!",https://bauernordic-pods.sharp-stream.com/gb/1206/spider_man_into_the_spider_verse_0e0f8533-cb3f-4bdb-9f45-bc21de551d7c_normal.mp3
Creed II Spoiler Special ft. Steven Caple Jr.,"When Ivan Drago said 'I must break you' in Rocky IV, we thought he was telling Sylvester Stallone's Rocky Balboa just what he was about to do to him. Now, it seems clear that he was talking about the emotional havoc Creed II would wreak on our very own Chris Hewitt just over three decades later. In this very special spoiler podcast dedicated to the second film in the Creed franchise, and the eighth in the Rocky series, Chris sits down with the film's director, Steven Caple Jr., for an interesting chat about many of the film's most emotional moments, from the final fight to deleted scenes and the film's unexpected reconciliations and cameos. 

Then, in the podbooth, Chris is joined by James Dyer and mega Rocky fan, and Empire Editor-in-Chief, Terri White, to dig deeper into Creed II. And along the way, the world record for saying the phrase, this film broke me', is shattered. We must break it. Enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/creed_ii_spoiler_special_ft_stev_265a2ca6-a24b-4d2a-b874-bd550380b989_normal.mp3
Fantastic Beasts: The Crimes Of Grindelwald Spoiler Special ft. David Yates and David Heyman,"Spoilerimus specialis! 

It's here at last - Empire's spoiler special podcast dedicated to Fantastic Beasts: The Crimes Of Grindelwald, the latest entry in J.K. Rowling's Wizarding World. First off, Ben Travis has a lovely sit-down with the film's director, David Yates, and producer, David Heyman, and asks them about all kinds of major revelations in the film, from the true identity of [REDACTED] to the death of [DOUBLE REDACTED]. A slight word of caution: the sound quality goes a bit wobbly for the interview, but gems lie within. 

Then, in the pod booth, Chris Hewitt is joined by Helen O'Hara, that Travis fella, and pod newbie Amon Warmann to drill deep into your questions, explore the film's highs and lows, and make lots of silly jokes. You can say one thing - it won't be a Dumble-BORE. We'll get our cloak.",https://bauernordic-pods.sharp-stream.com/gb/1206/fantastic_beasts_the_crimes_of_g_fbdbe4c9-80ab-4fb4-91cd-058e50f782d7_normal.mp3
Ant-Man And The Wasp Spoiler Special ft. Peyton Reed and Stephen Broussard,"Here's a tiny treat to kick off your weekend just right: our Ant-Man And The Wasp spoiler special. Gasp! as Chris Hewitt ventures into the Quantum Realm of spoilers and asks director Peyton Reed and producer Stephen Broussard deep-dive questions about the 20th film in the Marvel Cinematic Universe! Swoon! As they talk about that post-credit sting! Reel! As they talk about, um, other stuff too!

Then, back in the podbooth, Chris is joined by Helen O'Hara and James Dyer to tackle your questions and have a Brobdingnagian back-and-forth on their feelings about the film. And they get into it, even though there's not an ounce of truth serum in sight. 

Ant-joy! Let's hope it's not ant-i-climactic! We're going to stop now, in case this ant-agonises you!",https://bauernordic-pods.sharp-stream.com/gb/1206/ant_man_and_the_wasp_spoiler_spe_89b8ea03-ef10-4c13-a458-0aa99126e516_normal.mp3
Mission: Impossible - Fallout Spoiler Special Part 3 ft. Christopher McQuarrie,"Shortly after we'd finished our marathon three-hour recording session with writer-director Christopher McQuarrie for our Mission: Impossible - Fallout spoiler special podcast, he got in touch to say that it ""felt incomplete"". We couldn't agree more. Which is how Chris Hewitt found himself in a meeting room on the Paramount lot in Los Angeles, ready for another three hours with McQuarrie. And here is that chat, bringing the Fallout McQuarrie chat to a whopping six hours. 

Here, the duo discuss plenty of stuff they didn't get round to last time, including a major deleted scene between Tom Cruise's Ethan Hunt and Rebecca Ferguson's Ilsa Faust; the technical challenges of the major action sequences; and McQuarrie answers plenty of questions from the listeners. And McQuarrie is on top form throughout - deeply candid, funny, and thoughtful as he shines a light on the process behind making a major blockbuster. 

Take a week off work and enjoy.",https://bauernordic-pods.sharp-stream.com/gb/1206/mission_impossible_fallout_spoil_bb944c9d-9aef-46cf-90e1-e85f909eab32_normal.mp3
Mission: Impossible - Fallout Spoiler Special Part 2 ft. Team Empire,"Yesterday we posted the first part of our marathon Mission: Impossible - Fallout spoiler chat with the film's writer/director, Christopher McQuarrie. All two hours and 43 minutes of it. It was insightful, intelligent, informative stuff. And there'll be more of the same next week, when we post the second part. 

And now it's our turn, as Team Empire - Chris Hewitt, Helen O'Hara, Nick de Semlyen, and James Dyer - get together for a frankly chaotic and rambling discussion of the film which may not be quite as insightful, intelligent, or informative as McQuarrie, but does at least feature more Anthony Hopkins impressions than you can shake a fava bean and a bottle of chianti at, and much discussion of Ethan Hunt's sexual prowess. So, consider this an amuse bouche, if you will. 

This intro will self-destruct in five seconds.",https://bauernordic-pods.sharp-stream.com/gb/1206/mission_impossible_fallout_spoil_f79d6fb4-f855-46e3-a053-c2c3e47fb64b_normal.mp3
Mission: Impossible - Fallout Spoiler Special Part 1 ft. Christopher McQuarrie,"Because you demanded it (well, some of you), here it is: our longest spoiler special yet. Mission: Impossible - Fallout is, of course, the all-Cruising, all-flying, all-moustaching sequel to Mission: Impossible - Rogue Nation, the spoiler special for which was our previous record holder, clocking in at 2 hours 38 minutes. ""Records are made to be broken,"" tweeted writer-director Christopher McQuarrie recently, when asked about the length of the Fallout spoiler special, and true to his word, here he sits down with Chris Hewitt for an epic, no-holds-barred chat that takes in everything from the absence of Jeremy Renner's Brandt to the presence of Henry Cavill's cracking 'tache. And much, much more besides.

And this is only part 1. Chris and The Other, Much Better Chris could only cover so much ground before McQuarrie was whisked away to a waiting plane, and so they reconvened in Los Angeles for an even longer podcast. That's up soon. Meantime, choose this mission...",https://bauernordic-pods.sharp-stream.com/gb/1206/mission_impossible_fallout_spoil_b8ecc5a9-6dfb-4284-907e-4bb35659f994_normal.mp3
Jurassic World: Fallen Kingdom Spoiler Special ft. J.A. Bayona & Colin Trevorrow,"Life has found a way. Again. Jurassic World: Fallen Kingdom, the fifth in the Jurassic Park series, has been roaring in the faces of cinemagoers around the world for the last few weeks, and here at last is our spoiler special podcast. 

First up, director J.A. Bayona tells Ben Travis how he pulled off some of the movie's spookiest sequences. FYI: this interview, sadly, was recorded on a temperamental device, and suffers from inconsistent sound levels and hissing worthy of a dilophosaurus. Then, writer/producer/director of Jurassic World, Colin Trevorrow, talks to Nick de Semlyen about crafting the sequel to the (then) fourth biggest film of all time. Both interviews are spoilerific, naturally. 

Ah, now eventually you do plan to have Team Empire discuss Jurassic World: Fallen Kingdom on your, on your Jurassic World: Fallen Kingdom podcast, right? Hello? Yes, that's right, as Nick and Ben are joined by Chris Hewitt in the podbooth to tackle listeners' questions and praise the virtue",https://bauernordic-pods.sharp-stream.com/gb/1206/jurassic_world_fallen_kingdom_sp_f1df8dc9-b6d7-4fe6-87a1-77dacee6273e_normal.mp3
Westworld Season 2 Spoiler Special  ft. Lisa Joy & Jonathan Nolan,"The second season of HBO's monster hit Westworld came to an end this week, with more mindbending revelations than you can shake a robot stick at. And we were delighted to welcome the show's creators, robot overlord overlords Lisa Joy and Jonathan Nolan, into our podbooth for an enlightening and spoiler-filled chat with our Editor-in-Chief, Terri White.

Then, Terri is joined by host-with-the-most-but-not-an-actual-host (we think), James Dyer, and Nick de Semlyen to talk about the ups and downs and ins and outs of the second season. As ever, don't listen to this unless you've seen every episode of Westworld. Or if you're one of those weird spoiler junkies.",https://bauernordic-pods.sharp-stream.com/gb/1206/westworld_s2_spoiler_special_ft__6afcc81c-edf0-40b2-bd34-17ba0128b329_normal.mp3
Solo: A Star Wars Story - Spoiler Special ft. Ron Howard,"""Solo! Nothing but Solo!"" 

Solo: A Star Wars Story, the standalone tale that fills us in on the origin of everyone's favourite Corellian smuggler, opened a couple of weeks ago. And here, at last, is the Empire Podcast spoiler special, in which Chris Hewitt, Helen O'Hara, James Dyer, and Ben Travis gather in the podbooth to discuss the film's major revelations. Along the way they answer some listener questions, debut the world's worst Jar Jar Binks impression, and dissect the Kessel Run in glorious detail. 

But that's not all. The film's director, the legend that is Ron Howard, drops by to talk to James and Nick de Semlyen about many of the film's plot twists and turns, and the odd Easter egg. Including that one. You know the one. 

So, sit back, relax and listen to our latest Solo venture.",https://bauernordic-pods.sharp-stream.com/gb/1206/solo_a_star_wars_story_spoiler_s_180467dc-d78b-4aee-bd95-097f70817324_normal.mp3
Deadpool 2 Spoiler Special ft. Ryan Reynolds,"He's back! Love him, hate him, everybody can agree that he's the sharp-witted, fast-talking, wise-cracking SOB that the world needs right now. But enough about Empire's Nick de Semlyen - Deadpool is also back, in the stunningly unimaginatively titled Deadpool 2, and in our latest spoiler special, Chris Hewitt assembles his very own X-Force to talk about the film in spoilerific detail. There's Helen O'Hara, James Dyer, and - yes! - Nick, talking through the film's key talking points, and answering some of your questions into the bargain.

But that's not all. This episode also features an in-depth chat between Chris and the man who, quite simply, is Wade Wilson - Deadpool 2 writer/producer/star/bloke who runs the craft services, Ryan Rodney Reynolds. And they talk about everything, from secret cameos (not Dickie Greenleaf, though; Chris only noticed that on the second viewing, dammit) to major deaths. And they have a lot of fun and learn a little bit about themselves along the way. 
",https://bauernordic-pods.sharp-stream.com/gb/1206/deadpool_2_spoiler_special_ft_ry_2161afab-8459-439b-bdf1-a7fa5c0e7bf8_normal.mp3
Avengers: Infinity War Spoiler Special,"It's all been leading to this. Ten years, nineteen films... one enormo-pod. 

Yes, it's our Avengers: Infinity War spoiler special podcast, in which our very own team of Podvengers - Chris Hewitt, Helen O'Hara, Dan Jolin, and James Dyer -come together to chat about Marvel Studios' most epic blockbuster to date. They talk about that thing that happened in the Russo Brothers' film, that other thing, some other stuff, and tackle some of your questions as well. And they drone on so long you might want to use the Time Stone. 

So, sit back, relax, and enjoy almost three hours of rampant speculation, semi-educated guesses, and the usual rambling nonsense, including a truly dreadful Peter Dinklage impression. Oh, and a swearier Helen than usual. Language!",https://bauernordic-pods.sharp-stream.com/gb/1206/avengers_infinity_war_spoiler_sp_a1e023fb-63c1-42c1-bb86-b4d54f23ce14_normal.mp3
Ready Player One Spoiler Special ft. Ernest Cline,"Ready, players? Here it is - Empire's spoiler special dedicated to the latest movie from Sir Steven of Spielberg, Ready Player One, the biggest slice of virtual insanity since Jamiroquai donned that big hat and slid all over the shop. 

It starts with an exclusive, spoiler-filled chat with Ernest Cline, the film's co-screenwriter and author of the book upon which the film is based. He talks to Ben Travis about bringing the film to the big screen, how they formatted the three tasks structure, and the film's shining hour: a trip inside a classic movie. 

Then it's to the podbooth, where Chris Hewitt recruits James Dyer and Empire's resident Spielberg expert, Ian Freer, to talk about the film in great detail and answer some reader questions. On your marks. Get set... Go!",https://bauernordic-pods.sharp-stream.com/gb/1206/ready_player_one_spoiler_special_bf5f6923-8356-4a41-91f4-c16cea15857d_normal.mp3
A Quiet Place Spoiler Special ft. John Krasinski,"How much do we love John Krasinski's astounding high-concept horror movie, A Quiet Place? So much we decided to dedicate a very last-minute spoiler special to it. That's how much. 

Last minute it may have been, but we managed to recruit Krasinski - the film's star/writer/director and, as he points out to Chris Hewitt, executive producer and bloke who makes the tea - to talk us through the film's major revelations and answer the question on everyone's lips: in a world where sound will kill you, how can you possibly...? Well, you'll have to listen to it to find out. 

Back in the podbooth, Chris is joined by Empire's Editor-in-Chief, Terri White, and James Dyer and Ben Travis to shout from the rooftops about one of the best movies of 2018 so far. ENJOY.",https://bauernordic-pods.sharp-stream.com/gb/1206/a_quiet_place_spoiler_special_ft_90c51dd2-bb08-4f7d-aa82-46f5c9cfbfe5_normal.mp3
The Cloverfield Paradox ft. J.J. Abrams and Julius Onah,"Unless you've been stranded on a space station, battling with a temperamental particle accelerator, you probably know that The Cloverfield Paradox - the latest entry in the burgeoning Cloverfield franchise - changed the game a couple of weeks ago, when it dropped, with very little warning, on Netflix for the world to see whilst lounging around in their shorts.

And now that you've had time to do just that, now is the time to bring your ears to our latest spoiler special, in which Chris Hewitt, Helen O'Hara, and pod newbie Ben Travis drill deep into the Julius Onah-directed sci-fi chiller.

But that's not all. The podcast kicks off with an exclusive chat between Our Ben and Julius Onah and his producer/Cloverfield overlord, one J.J. Abrams. And it's filled with spoilertastic goodies.

So kick back, relax, ignore the sound of that disembodied arm scratching at the window, and enjoy...",https://bauernordic-pods.sharp-stream.com/gb/1206/the_cloverfield_paradox_spoiler__9f362a52-e2ba-4de8-97ff-b4bb050e317a_normal.mp3
"Black Panther Spoiler Special ft. Ryan Coogler, Nate Moore","Wakanda Forever! In this very special edition of the Empire Podcast, we dig deep into the 18th movie in the Marvel Cinematic Universe: Ryan Coogler's Black Panther, the story of newly-crowned King Of Wakanda, T'Challa (Chadwick Boseman).

As usual, the podteam - Chris Hewitt, Helen O'Hara, Terri White, and James Dyer - are on hands to answer listener questions and talk about the film in extraordinary detail, Ulysses Klaue mixtapes and all.

But they're not alone. The podcast kicks off with Chris talking to two of the driving forces behind a movie that, even before its record-breaking opening weekend, felt like one of the most significant movies, not just in Marvel Studios' ten year history, but in the history of modern blockbusters.

First off, he talks to co-writer/director Ryan Coogler about all sorts of stuff, including the fate of major characters, the film's thematic preoccupations, and how he decided to end the movie.

Then, the movie's executive producer Nate Moore, who",https://bauernordic-pods.sharp-stream.com/gb/1206/black_panther_spoiler_special_ry_8204c0f1-1ac9-45b0-906e-c06b7d58a64e_normal.mp3
Blade Runner Spoiler Special ft. Denis Villeneuve,"There was a danger, at one point, that our Blade Runner 2049 spoiler special podcast wouldn't arrive until 2049 itself. But here it is, lovingly timed to coincide with the UK home entertainment release of Denis Villeneuve's beautiful, profound, thought-provoking sequel.

And, assembling in the Empire podbooth to answer your questions and chew the fat on the film's many open-ended questions are Dan Jolin, John Nugent and, with Chris Hewitt on the run having failed the Voight-Kampff test, your host Helen O'Hara. Be warned: those of you with sensitive ears should know that Dan was particularly sweary on this episode. Earmuffs, people.

But that's not all - the film's director, the great Denis Villeneuve, pops by to talk to Nick de Semlyen about some of the movie's mysteries from Deckard to Deckard's dog. Oh, and the bees. Not the bees!

We hope you enjoy, and that you'll think it's been worth the wait. If not, remember one thing: all these podcasts will be lost in time. Like tears i",https://bauernordic-pods.sharp-stream.com/gb/1206/blade_runner_spoiler_special_ft__626c2732-65f4-4e36-b5ca-92feb6554447_normal.mp3
Star Wars: The Last Jedi ft. Rian Johnson,"Here is Empire's Star Wars: The Last Jedi spoiler special podcast, ready to go down as smooth as a green milkshake. 

In this two-hour behemoth, the Empire Podcast team — Chris Hewitt, Helen O'Hara, James Dyer, and Ian Freer — have a good old spoiler-heavy chat about the ups and downs, and the ins and outs of Episode VIII, and tackle a whole bunch of listeners' questions. Let's just say this is not going to go the way you think.

First up, though, is Chris' chat with the film's writer/director, Rian Johnson, who was in great form as he expounded on some of the film's most shocking revelations, as well as shedding more light on his love of Adrian Edmondson. Which is, perhaps, the most shocking revelation of them all. 

We hope you enjoy it. Live long and prosper.",https://bauernordic-pods.sharp-stream.com/gb/1206/star_wars_the_last_jedi_spoiler__85eb0ec4-c4e8-435c-9c46-e2d21c4b1a98_normal.mp3
Paddington 2 Spoiler Special ft. Paul King and Simon Farnaby,"Some bears just deserve a spoiler special. With Empire still lingering under the spell of Paul King's entrancing Paddington 2, this very special episode sees Chris Hewitt talk to King and his co-writer Simon Farnaby and grill them mercilessly - or bearcilessly, if you will - about how they crafted such a marvel of a sequel. After that, Chris is joined by Helen O'Hara and Nick de Semlyen to basically gush about this five-star wonder for a few minutes. We hope you enjoy. And remember - please look after this podcast.",https://bauernordic-pods.sharp-stream.com/gb/1206/paddington_2_spoiler_special_ft__fff70f37-8706-4608-b331-9bd9d2dd4277_normal.mp3
Thor: Ragnarok Spoiler Special ft. Taika Waititi,"We sat down with the World's Best-Dressed Director, Taika Waititi, for a spoilerific chat on Thor's threequel – plus, we assemble four friends from work to gather in a pod booth and dissect the movie in almost needlessly forensic detail. SPOILERS FROM THE START, OBVS.

More from the Empire Podcast: http://www.empireonline.com/podcast",https://bauernordic-pods.sharp-stream.com/gb/1206/thor_ragnarok_spoiler_special_wi_356a6a9e-00c2-4d34-be26-71a82bfdcb99_normal.mp3
Kingsman: The Golden Circle ft. Matthew Vaughn,"Manners maketh man. And they maketh pod as well, as Team Empire dives deep into Kingsman: The Golden Circle, the sequel to the hugely entertaining spy caper, Kingsman: The Secret Service. Join Chris Hewitt, Terri White, Helen O'Hara and James Dyer as they talk about high-kicks, orange tuxedos and controversial shots. But the crowning glory of the podcast is a two-part no-holds-barred interview with the film's director (and co-writer), Matthew Vaughn, which is filled with glorious tidbits about the film's twists, turns and deleted scenes. You will believe a man can kings?",https://bauernordic-pods.sharp-stream.com/gb/1206/kingsman_the_golden_circle_spoil_7f0a96eb-7937-4140-8387-f7182615cee9_normal.mp3
Game Of Thrones Season 7 Spoiler Special with Isaac Hempstead-Wright,"The podcasters send their regards! A spoilerific and occasionally excruciatingly nerdy chat about the biggest show on TV – plus, an interview with the Three-Eyed Raven himself, Isaac Hempstead-Wright, who uses his Greensight to prognosticate on the future of Westeros. 

More from the Empire Podcast: http://www.empireonline.com/podcast",https://bauernordic-pods.sharp-stream.com/gb/1206/game_of_thrones_season_7_spoiler_85fc27df-5fba-477d-bdbf-635c835d8391_normal.mp3
War For The Planet Of The Apes Spoiler Special with Andy Serkis And Matt Reeves,"Pod...together...strong! A spoilerific chat with the star and director of the latest Apes movie, followed by a spoilerific chat between three Empire writers. Spoilers will be flung like monkey poo from the start!

More from the Empire Podcast: http://empireonline.com/podcast",https://bauernordic-pods.sharp-stream.com/gb/1206/war_for_the_planet_of_the_apes_s_9e2ddd87-d612-411b-ab17-a98f804a1a13_normal.mp3
Spider-Man: Homecoming Spoiler Special,"The team discuss the latest Spidey outing in intensely spoilerific detail. There are no interviews on this Spoiler Special, but you can listen back to non-spoilery chats with Tom Holland and director Jon Watts in our last two episodes.

(SPOILERS! FROM! THE! START! OBVIOUSLY!)",https://bauernordic-pods.sharp-stream.com/gb/1206/spider_man_homecoming_spoiler_sp_f56c9c70-d613-421c-bb20-b3d844f705db_normal.mp3
Baby Driver Spoiler Special with Edgar Wright,"Edgar Wright enters the pod booth for an incredibly in depth and spoilerific chat about his latest film, Baby Driver. (Incase it wasn't already clear enough, SPOILERS FROM THE START!)",https://bauernordic-pods.sharp-stream.com/gb/1206/baby_driver_spoiler_special_with_be343032-db68-4ac4-9816-9824d9105144_normal.mp3
The Mummy Spoiler Special with Alex Kurtzman,"Welcome to a new world of pods and monsters! We attempt to, ahem, unwrap the first Dark Universe movie by speaking to its director and discuss the film in forensic detail. SPOILERS, OBVIOUSLY!

More from the Empire Podcast: http://empireonline.com/podcast",https://bauernordic-pods.sharp-stream.com/gb/1206/the_mummy_spoiler_special_with_a_b315160e-dec7-455c-a214-7d4a0ebd9ad1_normal.mp3
Wonder Woman Spoiler Special,"Fire up the lasso of truth! Sadly we were unable to speak to Wonder Woman's cast or crew for this special, but after popular demand, we decided to have a chat about it anyway. SPOILERS FROM THE START!

More from the Empire Podcast: http://empireonline.com/podcast",https://bauernordic-pods.sharp-stream.com/gb/1206/wonder_woman_spoiler_special_a3fd58b8-0a0b-4ec3-b986-1ec48228b71a_normal.mp3
